strategy,Sharpe_i,alpha,s,rho
Equal_Weight,0.6416804914465867,0.20485352369493784,0.7657360890912569,0.9579515447374434
Equal_Weight,0.6236999628413941,0.3493833097974042,1.038606331692895,0.9464278745930642
Equal_Weight,0.6158791938699776,0.16134813239435314,0.9931524038897447,0.8614408467430621
Equal_Weight,0.5318663759552226,0.5170809121284036,0.8880806910635509,0.8081982751376926
Equal_Weight,0.5285791835424201,0.21822757695896006,1.022102065826974,0.7361354015767574
Equal_Weight,0.65416612158076,0.43333411792534243,1.0975866857316723,0.760315646813251
Equal_Weight,0.660329342676984,0.1782492311926544,0.8980703693044046,0.9843490493716672
Equal_Weight,0.5967126370360634,0.42163819244053524,0.936907822777911,0.9407169572776184
Equal_Weight,0.655100750822404,0.11978178685038117,0.9321573220887235,0.7910891575738788
Equal_Weight,0.6796642992704501,0.10273148295392091,1.0146437375896564,0.8019715005066246
Equal_Weight,0.6722677055419539,0.16951114889681976,0.8756478183744301,0.7508584587601944
Equal_Weight,0.6077681325499887,0.28097699420089123,1.0463872096741895,0.8077036808943375
Equal_Weight,0.7457960995756565,0.4020527459300033,1.0042233843150814,0.9616480136290193
Equal_Weight,0.7106577779710164,0.4426005397810195,0.9632231191363021,0.7835220469161868
Equal_Weight,0.6647994925573446,0.13203521123350884,1.0588211825778844,0.8060872052330523
Equal_Weight,0.6163159462453554,0.16264778204468408,1.0300084282766826,0.898737087356858
Equal_Weight,0.6409108598865692,0.30811176056281375,1.0443147961358,0.9641993701690807
Equal_Weight,0.6914828218564959,0.23333346308277644,0.9939076012095864,0.8502598278224468
Equal_Weight,0.6534970038710227,0.056977931313133126,1.0885394919546603,0.8941695782123134
Equal_Weight,0.6492825959631514,0.03793336621565864,0.9100147280325981,0.8770533071830868
Equal_Weight,0.6300057633201879,0.36691453777724586,0.9136891129554797,0.9604208678007126
Equal_Weight,0.6508016348462504,0.49692844766193334,1.1180598399019557,0.776310441060923
Equal_Weight,0.6588175537952596,0.12931557876789246,0.9215888813332271,0.807565811718814
Equal_Weight,0.6172560408794724,0.19085878416727511,0.9039425894358604,0.8200491309165954
Equal_Weight,0.666588574253632,0.2960603693223033,0.9879320620643632,0.8190277169458567
Equal_Weight,0.6433276644436771,0.22019651506424143,0.9412246336447577,0.7194114745128899
Equal_Weight,0.7343688421512437,0.15131210785139426,1.1011903396729317,0.8471904347417876
Equal_Weight,0.5768488597675596,0.2387869797095455,1.112967982708255,0.8418310756096616
Equal_Weight,0.5966174316817647,0.48681907967327337,1.060643340345701,0.8847424955805764
Equal_Weight,0.7032173647606886,0.4138028801735372,1.1467135788871285,0.9578422616934403
Equal_Weight,0.6099241211089558,0.07046104294509561,1.1023758155910317,0.8732531261397526
Equal_Weight,0.5537064798334046,0.10679981686133501,0.8809476106994208,0.7776555117452517
Equal_Weight,0.6274349875013023,0.16439822820371422,0.9155556732652653,0.7798365188529714
Equal_Weight,0.717066714503952,0.26612318231334375,1.0692307351761277,0.7911333612166345
Equal_Weight,0.6393632116186151,0.35204590188456536,1.0151985094286415,0.8594199728919193
Equal_Weight,0.6430147926964661,0.14075737340605024,0.9400287915879804,0.8116512155160307
Equal_Weight,0.7118434147446423,0.21109583787226918,0.9689334078810955,0.9936304793925956
Equal_Weight,0.6743856418883852,0.20352444032365935,0.9687310601776759,0.9819059252738953
Equal_Weight,0.6293329568905136,0.17902325592626062,1.0110026218886987,0.8427526516839862
Equal_Weight,0.7433580687721894,0.28724864062206606,1.1204928330845971,0.8808737907325849
Equal_Weight,0.7115246416542408,0.4977717089847906,0.9515011418026732,0.9602151341270655
Equal_Weight,0.5937688454447387,0.2620501477196422,1.0815454335862957,0.9829704315867275
Equal_Weight,0.7223780363846426,0.27198134196690804,1.0109831610578852,0.8967225047526881
Equal_Weight,0.6361787163371575,0.05439198376174,1.0009289175105485,0.9402833875501528
Equal_Weight,0.7178236141553594,0.5102759847730334,0.9269538115475036,0.8963180476101116
Equal_Weight,0.6238845069275752,0.37390979412719166,1.1461431548409862,0.8239287175005302
Equal_Weight,0.5937408395948903,0.04240649439474513,0.9080331652263736,0.7074049962684512
Equal_Weight,0.6437219807984558,0.20581272541413081,1.025884416775219,0.8325798766687512
Equal_Weight,0.6222978939511984,0.4339858620294699,1.1568552670668681,0.9600170880556107
Equal_Weight,0.5797605922962277,0.5139901202826286,1.0876043953829406,0.7859705928480252
Equal_Weight,0.6432925025651698,0.23567944629068155,1.1385161943706055,0.7803639489226043
Equal_Weight,0.6382087851569468,0.41534319147213583,0.9772462764027979,0.9623878930229693
Equal_Weight,0.6661170309658092,0.14431955562142879,0.947820091987254,0.8191838731290773
Equal_Weight,0.7069980675795529,0.18186205027023683,0.8178131872987698,0.9497379694599658
Equal_Weight,0.6710904961143522,0.44781343448601135,0.9695306416886026,0.7996317671146244
Equal_Weight,0.5690636889214492,0.3675960355436556,0.9386264280734818,0.923428058088757
Equal_Weight,0.6118377946505529,0.15545090904028205,0.9721720845828791,0.9016270421212539
Equal_Weight,0.6662839448482937,0.11632551548356243,1.0001995515698503,0.7435782392742112
Equal_Weight,0.6913794680788379,0.2494707680593735,0.9257128012659833,0.9077009979635478
Equal_Weight,0.5867364263974086,0.11832129583651119,1.0359466725481998,0.7442193722352385
Equal_Weight,0.6962214631491206,0.17450223890771663,1.1146848693201006,0.9600933257956057
Equal_Weight,0.7080435487710591,0.20664132622514816,1.121125691987593,0.7332534103188664
Equal_Weight,0.6860420267086843,0.06294863822516154,0.9219342753128169,0.7892721096752211
Equal_Weight,0.7041531434457252,0.5997119758103571,1.071539724615467,0.9648227682104334
Equal_Weight,0.5998801248397335,0.2112868838058157,1.1228810770577797,0.7802440215600654
Equal_Weight,0.6068509728638564,0.23504153430637112,0.8963007543495685,0.9485597104532644
Equal_Weight,0.6665087051447597,0.13809385653733125,0.9891473465276222,0.8036045950371772
Equal_Weight,0.6473583755031357,0.1504748813692823,1.010728483530625,0.8029265066143125
Equal_Weight,0.6385307253957687,0.24947975252792168,1.0523685932992695,0.8735829964280128
Equal_Weight,0.6453674189170284,0.32515794627269784,0.9421668194873392,0.8294877551496028
Equal_Weight,0.6263325768207468,0.029220164037722787,1.1587507355284599,0.8090416132705286
Equal_Weight,0.6193846401813514,0.03624380570923311,0.9931853959086975,0.7139687393326312
Equal_Weight,0.6325759058869875,0.44044828314831297,1.0241264684048426,0.7544226650614291
Equal_Weight,0.7156639833033525,0.026141144771187327,1.109469088306303,0.8139623276423662
Equal_Weight,0.7177987175013022,0.3632983126895516,1.0150786871573414,0.7336175659438595
Equal_Weight,0.6837739412724414,0.3337017662643893,1.0113846282431544,0.9550675236620009
Equal_Weight,0.7050546680865895,0.19648181539241064,0.8506114362229756,0.8220406553242355
Equal_Weight,0.6443501598510237,0.32735022379554013,1.050339272602747,0.9501867906888947
Equal_Weight,0.6873357081950517,0.28986568390292733,0.9728269508517213,0.705596034321934
Equal_Weight,0.6634480875406834,0.6090959922204366,0.9717877471076114,0.9234632729785517
Equal_Weight,0.7525755050380898,0.27923957807028005,1.1764669579283642,0.7775672349380329
Equal_Weight,0.649387814371661,0.2985350623392106,1.0157214962421404,0.7930876213591546
Equal_Weight,0.6751836375391211,0.49690666129738836,0.9278016404323126,0.9507379226852208
Equal_Weight,0.5725597257533328,0.4492793724109451,0.9123994705114106,0.7380751981865614
Equal_Weight,0.672604828704827,0.26778186485489924,1.0214445082983796,0.8592607325874269
Equal_Weight,0.7232529857142762,0.2811225542098303,0.9745934125054003,0.9887722657993436
Equal_Weight,0.636833500747355,0.3506724951162318,1.1896154992119352,0.7191327741369604
Equal_Weight,0.6969626739464287,0.20625233264061102,0.9369151738895835,0.9270550333196297
Equal_Weight,0.7389339599432011,0.07227448494103154,0.9567273584151825,0.8865275765070691
Equal_Weight,0.5927302715333695,0.3037682844281781,1.0521213109745058,0.773897780640982
Equal_Weight,0.5998934051573399,0.19772522883379418,0.9614845321260229,0.9919693772913888
Equal_Weight,0.6221815477700404,0.1821425031023776,1.0688071422921133,0.8112824917538091
Equal_Weight,0.6950031289982519,0.2639549369833553,1.2709019651073743,0.7603270260151476
Equal_Weight,0.6632132963933265,0.03774963635322577,1.039039677219849,0.8861852009082213
Equal_Weight,0.6864404544877016,0.4144446833528595,1.1221472127801964,0.7506659854669123
Equal_Weight,0.5845324126957543,0.12560252126262272,0.8493852527366718,0.9225852183997632
Equal_Weight,0.6392080614766029,0.143462678107323,0.9238942962221038,0.8466807797551155
Equal_Weight,0.6055616284617557,0.20829888125922344,1.0639512167418033,0.8259864963823929
Equal_Weight,0.7199877834922315,0.3144733477862666,1.087721502582627,0.9476075010374189
Equal_Weight,0.5527486086096296,0.38243328497237405,0.9599209013268944,0.985883962130174
Equal_Weight,0.6713092807402621,0.1833009121844963,0.9867744415332275,0.7933832072885707
Equal_Weight,0.6550898867965126,0.33561611937893,1.1545815379296298,0.7298308287048711
Equal_Weight,0.6229426634775842,0.26116578501710547,0.9860108023457476,0.7838063471019268
Equal_Weight,0.5383498719843762,0.14921083793309659,1.0288197424512435,0.7167565817711874
Equal_Weight,0.6892639660964984,0.05128706554200647,0.8566076613101661,0.7675967663759365
Equal_Weight,0.6600400803406463,0.1417696591787567,0.9765501584017626,0.8647693881532177
Equal_Weight,0.7169392765626186,0.2107835880947408,1.0163224687569525,0.84466831239406015
Equal_Weight,0.6607715809101686,0.32075647552238273,1.047721848248601,0.709782975167036
Equal_Weight,0.6726624349349725,0.08967979320109576,0.9890712366660168,0.9674420792842284
Equal_Weight,0.6749900226553577,0.4264870019429887,0.8273650549110446,0.9454553906107321
Equal_Weight,0.669521069210904,0.07690887588739617,0.9387388645457914,0.8488222391577438
Equal_Weight,0.5333646484946732,0.09599420293450718,1.1204782297094313,0.9627193141030148
Equal_Weight,0.7430111341047353,0.21983137555607624,0.9754426240195169,0.9712038017809391
Equal_Weight,0.6303509543455563,0.5202773070420443,0.8863313860007914,0.7292434284230693
Equal_Weight,0.5954545274133421,0.20624887475384368,0.9385672788237066,0.8753765044501052
Equal_Weight,0.544234947071867,0.17409572075835772,1.0488456421529473,0.9237216988578438
Equal_Weight,0.7287319515345606,0.21803234598487645,1.1186612120251842,0.7069484218489378
Equal_Weight,0.61524795642812,0.3700914027223763,0.9726643583501784,0.7575012756511569
Equal_Weight,0.5429902982554153,0.08698088273713192,1.047662221652954,0.8331925199599937
Equal_Weight,0.6765062770428069,0.6287376636214336,1.0073958812539612,0.9712694581365213
Equal_Weight,0.7407639289194994,0.18781034039216776,1.046965530878807,0.8324329778086395
Equal_Weight,0.7004188620248288,0.2576023407192202,0.9626001088106848,0.7969637411879376
Equal_Weight,0.6913953274996368,0.20799467045144146,1.0083360601063494,0.9093624984147027
Equal_Weight,0.6328623746915564,0.22485579068532363,1.093230925727623,0.8204793366370722
Equal_Weight,0.6602893902249793,0.023204955933847707,1.0735854269719114,0.963335580471903
Equal_Weight,0.6512567717836991,0.06779192190444946,0.9827565205683789,0.9576782020740211
Equal_Weight,0.6196871984959,0.18557972313399013,0.885016689438012,0.746371265570633
Equal_Weight,0.6222831649804014,0.41249373340499484,1.0787458908002021,0.8450119480025022
Equal_Weight,0.6451904922991178,0.2776469037144776,0.9399787700235314,0.9760436574695632
Equal_Weight,0.6235370453433505,0.28236217955672627,1.0415418439966955,0.9031585472868755
Equal_Weight,0.6403806097494741,0.3004321534536896,1.1363302165725797,0.9106831485638395
Equal_Weight,0.6691468875165856,0.17207291158026566,0.986242199010168,0.8829176998697221
Equal_Weight,0.6976355934370665,0.15031546183338454,1.1618775563044235,0.7615497714141384
Equal_Weight,0.6390319589954435,0.22982511515218498,0.9336565364293067,0.773712563351728
Equal_Weight,0.6385520713163663,0.05243135506143924,1.0392427284340047,0.765684518078342
Equal_Weight,0.6556321833177701,0.10668649798122046,1.1066974785908459,0.7126786345150321
Equal_Weight,0.7365159862110019,0.29932507277688836,0.931503157409677,0.8108992466935887
Equal_Weight,0.6942500309398761,0.38817567998463837,0.8011253435259462,0.7837180177681148
Equal_Weight,0.5950439558341891,0.28980581290020446,0.9615767379624419,0.9082059983396903
Equal_Weight,0.7055379060752571,0.30073006272596087,1.0510155582058684,0.7190596845000982
Equal_Weight,0.6239650124518538,0.20150627893046394,0.9711567403380015,0.9472636572085321
Equal_Weight,0.5996418212547742,0.12858529025560114,1.0005887177570763,0.861847546393983
Equal_Weight,0.6225083321264842,0.24942078887195823,0.9187070947326834,0.7798999695805833
Equal_Weight,0.7077562768503811,0.1355091539235213,1.0540944265476322,0.9933916970621794
Equal_Weight,0.6890269511556734,0.39705559821212144,0.9962989215193487,0.9509510818868876
Equal_Weight,0.6347767348315194,0.3194295578559111,1.0512836020505916,0.8842406542040407
Equal_Weight,0.6207722143454507,0.3055281669664338,0.9227741049599975,0.9060954671120272
Equal_Weight,0.6104268311041455,0.03171007050714988,1.0194207305485825,0.8086676595499739
Equal_Weight,0.6799102324434413,0.5053745804051533,1.1468971074028669,0.8186899580992758
Equal_Weight,0.54098250068082,0.17656772273461294,1.150835045957635,0.7937391771469264
Equal_Weight,0.7033529227618988,0.363522311501311,0.935447133952587,0.7679068203782662
Equal_Weight,0.5942871930114185,0.09450289594028542,1.1343564552591636,0.7377396958181635
Equal_Weight,0.6415096389407081,0.4105731270950995,1.0009537773444601,0.9275359561899676
Equal_Weight,0.5980302178955487,0.40566780126948615,0.9819679132934146,0.961166255432181
Equal_Weight,0.6063346942855539,0.24981528535563255,0.9727219851318223,0.7359366989228874
Equal_Weight,0.6531534288757538,0.4469657597313566,0.9776553268868623,0.8348358648596331
Equal_Weight,0.668905767344132,0.5175734698963946,1.1461996838189947,0.8996546918060631
Equal_Weight,0.6933325967678743,0.155805186116586,1.0226876184014408,0.8124478362035006
Equal_Weight,0.6751501074596461,0.2892085328374049,1.0753024265076998,0.7283556175185367
Equal_Weight,0.6434390909802838,0.18759777908319553,1.1202112925665184,0.7200480449246243
Equal_Weight,0.7088146729700242,0.08535386241924059,1.2834645958873787,0.9300265840953216
Equal_Weight,0.6551269283259029,0.033336541928311224,0.8795817738739404,0.7327363468473777
Equal_Weight,0.6667999887265865,0.5820352600722917,1.1862270689321726,0.7964678140124306
Equal_Weight,0.6311622848838446,0.3623368060035513,1.002372395418936,0.7869069430744275
Equal_Weight,0.6278870116245898,0.13674728552527474,1.0595547473789135,0.7780049509834498
Equal_Weight,0.6700479136493861,0.45486009374562486,0.9817474254866363,0.7988013535272329
Equal_Weight,0.5429936969667803,0.06275379611771387,0.9429550201409813,0.8593508233781904
Equal_Weight,0.6404197677749747,0.481970604871205,0.9705536912795236,0.9723997473018244
Equal_Weight,0.6413774969180334,0.0918997491504692,1.05577512798507,0.7456491699907928
Equal_Weight,0.5453570900821955,0.40851979384382453,0.8614768611582626,0.8866064603440463
Equal_Weight,0.6681367825047578,0.3064366712433255,0.908360538937457,0.7101492312271147
Equal_Weight,0.6558592855173466,0.4294696887534882,0.912529161616021,0.8666578512638807
Equal_Weight,0.770589523647916,0.6165141311633501,1.0211442511679345,0.7129092905903235
Equal_Weight,0.6745372335555634,0.3003565187470026,1.2201015484317197,0.8134497545659541
Equal_Weight,0.697320935044719,0.03815382157797412,1.0040104806006183,0.7557626885827631
Equal_Weight,0.6816824353436424,0.23858819093039565,0.890480198739518,0.9713790072361007
Equal_Weight,0.730931418993439,0.2079112146754,1.046637268581004,0.7021283200010657
Equal_Weight,0.5717361217566819,0.10881105590083952,1.0265414496944762,0.7948308800114319
Equal_Weight,0.688121297031732,0.09027001682138712,1.147797671016712,0.858451338717714
Equal_Weight,0.7548452294168481,0.14433373206349484,0.8745974349885958,0.7640630887821316
Equal_Weight,0.6843372986605135,0.3747839787203281,0.9568237544090041,0.7189103425247594
Equal_Weight,0.6008953736169019,0.131923178897879,1.1085848946671748,0.7065051858313381
Equal_Weight,0.7062067781278233,0.2991330093561793,0.9825414419103927,0.8529586071614176
Equal_Weight,0.5421254804237791,0.22303124062685928,0.8487044227263258,0.9508748442865909
Equal_Weight,0.7306515320820313,0.22967558242116787,1.025500283495548,0.7163421287899836
Equal_Weight,0.6744049692381874,0.19129339853057264,1.0222295218136055,0.9514389344956726
Equal_Weight,0.6410694333544396,0.463992656908885,0.9155519322088749,0.9739592076512054
Equal_Weight,0.6269048171195157,0.24562460149336018,1.0032003632069866,0.9866426931228489
Equal_Weight,0.6984779452338907,0.22245404811070066,1.0477336442475076,0.9569152062991634
Equal_Weight,0.5768658243818683,0.6817916662187631,1.111785469198893,0.9337070549372584
Equal_Weight,0.7157843294285676,0.29751691691634974,0.8965914584332993,0.9399496633326635
Equal_Weight,0.6762780029158432,0.15528992868060063,0.9677883501881984,0.9546480811433866
Equal_Weight,0.646610579198721,0.1914191742609149,1.1070488801549028,0.7873019304824993
Equal_Weight,0.7004679529853843,0.1555422914595527,0.9348750387489831,0.8132250957423821
Equal_Weight,0.5354133515157281,0.10802506852318772,1.0471553354630243,0.9138336650561542
Equal_Weight,0.6457857889493418,0.45433864165450916,0.9433246517212273,0.9559308587107807
Equal_Weight,0.6516804818878997,0.12006418350457077,1.0123901728838192,0.7570337117882445
Equal_Weight,0.6276273292665323,0.40449807623716666,0.9480700188810258,0.873558365367353
Equal_Weight,0.670356291709573,0.3105651660106041,0.8075643226669587,0.7410210433416068
Equal_Weight,0.6605123666979535,0.3140975844498164,1.0065705473578148,0.7769153095781802
Equal_Weight,0.6245646171987422,0.19182300619801532,0.957942337912052,0.7890321869170293
Equal_Weight,0.7721006951205744,0.21741269585105696,1.0776453855065045,0.9677381782559678
Equal_Weight,0.702488260021197,0.5223473240041003,1.032755169566229,0.8775162862148136
Equal_Weight,0.5843467164314625,0.3184689448374727,0.9518338349614895,0.9433910376625135
Equal_Weight,0.5391653394724537,0.23070837711313247,1.0061107098128164,0.7105755369877442
Equal_Weight,0.64898316394964,0.08125110140680977,1.1080197506973841,0.869720800826326
Equal_Weight,0.6256084982309946,0.07535891237904964,1.0094197892523815,0.8148189608706161
Equal_Weight,0.6655842238838849,0.05746443795157557,1.0041763064848879,0.8912286643404513
Equal_Weight,0.6678810173292927,0.1771739249324699,1.1213021135144505,0.9023100622463971
Equal_Weight,0.6858105373884084,0.19022056466550333,0.8690814979419001,0.9845113244140521
Equal_Weight,0.5787537595075469,0.16407252306588715,0.9021591099158525,0.7898683072533458
Equal_Weight,0.6556559719391246,0.41150308204217667,0.9248121962411676,0.8833498184802011
Equal_Weight,0.6063369734509264,0.29572118425364,0.8527712530695071,0.8231169391889125
Equal_Weight,0.5522562168320779,0.10331446260685322,1.007318057582254,0.9745715824421495
Equal_Weight,0.5982503253353518,0.5388244429419085,1.031389165057234,0.8372964494396
Equal_Weight,0.7053810268872904,0.29130693667894353,0.8605572573210175,0.8412146376911551
Equal_Weight,0.6805633628132247,0.3240669510241714,1.0001858210500518,0.9468352064490319
Equal_Weight,0.6427869054561386,0.33988866460433814,0.8457625491419893,0.8855360417161137
Equal_Weight,0.6311647077123183,0.15968300554517337,1.100338473890607,0.9520781424129381
Equal_Weight,0.6273267103142979,0.11429896585500833,1.0275141251052233,0.7292782890377566
Equal_Weight,0.6070028948406901,0.24627691383154127,0.9063280396903856,0.887209194409661
Equal_Weight,0.6607227925500537,0.2097092706109596,0.8887407996818056,0.873410330270417
Equal_Weight,0.5489351860408822,0.15807596523465267,1.028308886596572,0.7757275622570887
Equal_Weight,0.6282098352099903,0.13507092871660764,0.9019841664056938,0.9587991870474071
Equal_Weight,0.6511849660291839,0.24252023592221017,1.125345680720461,0.9446709585376084
Equal_Weight,0.7139778755189714,0.4098689207938721,0.809646644345138,0.8879152963403613
Equal_Weight,0.6278993486720822,0.22536614893056517,0.8702229794871348,0.9359040769282728
Equal_Weight,0.7301388837084466,0.46097524354127883,1.0128447907276765,0.7622517321258783
Equal_Weight,0.5879639953240966,0.07173204746236629,0.9894318580729348,0.8238927323836833
Equal_Weight,0.665803518520249,0.3916807254406111,1.0690469829983362,0.9638304073130712
Equal_Weight,0.5805980945193973,0.22891107550610015,0.7689218624772215,0.8712999525014311
Equal_Weight,0.6489023944164182,0.10608496933584369,0.8912905350341087,0.9934918345417827
Equal_Weight,0.5323561701744718,0.07644205375273895,0.9496962253990868,0.9483737867092714
Equal_Weight,0.5758727310663622,0.4774539302703163,1.0120317276031525,0.710291087324731
Equal_Weight,0.6854048064124048,0.10613216756712886,0.8874329596942312,0.8564993753563612
Equal_Weight,0.6966139357850929,0.1372178084301014,1.2690670116356086,0.9725680839968845
Equal_Weight,0.6481436825853184,0.1552854621547161,0.8192435280862457,0.8100042650708928
Equal_Weight,0.7200929719224981,0.6664662102236112,0.8959263230720828,0.9494644049555063
Equal_Weight,0.7386290098257005,0.3196259816023374,1.0841728519765679,0.8764066107338294
Equal_Weight,0.6983279501870663,0.2989530007389425,0.9341628935845342,0.926177583495155
Equal_Weight,0.6274339779297169,0.35322326106410606,0.8529583044248195,0.8661967654246836
Equal_Weight,0.6828967658772028,0.4887005329970958,1.0577220381700798,0.9440972051816061
Equal_Weight,0.6180342504403205,0.5843882907538024,0.988028880759561,0.9974220651434734
Equal_Weight,0.598346517943372,0.31451839445145346,0.9262948839320727,0.806890681758523
Equal_Weight,0.6235980951272792,0.19055459027913269,1.0746194359065417,0.9794606604380534
Equal_Weight,0.6136257430107767,0.09733437485049364,1.109597010835826,0.828408994153142
Equal_Weight,0.6233707250879408,0.1704522284404699,1.063692407521611,0.8083296481287107
Equal_Weight,0.7198114911348291,0.24668435388532864,1.0307382482608332,0.9800121815642342
Equal_Weight,0.6422637272088105,0.2751934164404795,1.0074531689640622,0.7180771446088329
