date,strategy,ret,turnover,nav,peak,dd
2015-03-31,Equal_Weight,-0.0016976677548862485,0,1.2864353205688361,1.2996055296619575,-0.010134005121190205
2015-04-30,Equal_Weight,0.007166229415488451,0,1.2956542112042198,1.2996055296619575,-0.0030403983112980114
2015-05-29,Equal_Weight,-0.016051459139655486,0,1.2748570705739528,1.2996055296619575,-0.019043054621691303
2015-06-30,Equal_Weight,-0.013323674357396075,0,1.2578712901134015,1.2996055296619575,-0.03211300552053791
2015-07-31,Equal_Weight,0.011636848369510585,0,1.272508947584812,1.2996055296619575,-0.020849851326958987
2015-08-31,Equal_Weight,0.01384058932136353,0,1.2901212213360937,1.2996055296619575,-0.007297836235223434
2015-09-30,Equal_Weight,-0.003571635764186373,0,1.285513378241834,1.2996055296619575,-0.010843406786510886
2015-10-30,Equal_Weight,0.007963651975366054,0,1.295750759395829,1.2996055296619575,-0.002966107929019916
2015-11-30,Equal_Weight,0.010210704699837172,0,1.3089812877646096,1.3089812877646096,0
2015-12-31,Equal_Weight,0.00789160908012523,0,1.319311256380847,1.319311256380847,0
2016-01-29,Equal_Weight,-0.009032878948345684,0,1.307394077506769,1.319311256380847,-0.00903287894834561
2016-02-29,Equal_Weight,0.01347157956769768,0,1.325006740848238,1.325006740848238,0
2016-03-31,Equal_Weight,0.017832735427156823,0,1.348635235496984,1.348635235496984,0
2016-04-29,Equal_Weight,0.007906556415701784,0,1.359298296070644,1.359298296070644,0
2016-05-31,Equal_Weight,-4.5631250286188576e-4,0,1.358678031263028,1.359298296070644,-4.563125028618916e-4
2016-06-30,Equal_Weight,0.004519855494710786,0,1.364819059628175,1.364819059628175,0
2016-07-29,Equal_Weight,0.02097199587846098,0,1.393442039321542,1.393442039321542,0
2016-08-31,Equal_Weight,-0.011465816542594253,0,1.3774650885359427,1.393442039321542,-0.011465816542594357
2016-09-30,Equal_Weight,0.014002575170489726,0,1.3967531469828927,1.3967531469828927,0
2016-10-31,Equal_Weight,0.010067849301465474,0,1.410815447178064,1.410815447178064,0
2016-11-30,Equal_Weight,0.010117370244459405,0,1.4250891894037672,1.4250891894037672,0
2016-12-30,Equal_Weight,0.014342685489456282,0,1.4455287954418097,1.4455287954418097,0
2017-01-31,Equal_Weight,-0.00342302490133599,0,1.4405807143794143,1.4455287954418097,-0.0034230249013359085
2017-02-28,Equal_Weight,0.006975320384455133,0,1.4506292264018779,1.4506292264018779,0
2017-03-31,Equal_Weight,6.164511768565616e-4,0,1.4515234684956757,1.4515234684956757,0
2017-04-28,Equal_Weight,0.01465263287071304,0,1.472792108982767,1.472792108982767,0
2017-05-31,Equal_Weight,-7.87883013065954e-4,0,1.4716317210983219,1.472792108982767,-7.878830130659231e-4
2017-06-30,Equal_Weight,0.008825973897046646,0,1.4846203042548014,1.4846203042548014,0
2017-07-31,Equal_Weight,0.002797634297790143,0,1.4887737289371803,1.4887737289371803,0
2017-08-31,Equal_Weight,0.01895782268502477,0,1.5169976373084944,1.5169976373084944,0
2017-09-29,Equal_Weight,-0.006749039946650336,0,1.5067593596553253,1.5169976373084944,-0.006749039946650261
2017-10-31,Equal_Weight,-0.0015000465608467502,0,1.5044991504598506,1.5169976373084944,-0.008238962633336039
2017-11-30,Equal_Weight,0.0038528219954847348,0,1.5102957178789305,1.5169976373084944,-0.004417883894304967
2017-12-29,Equal_Weight,0.009507759859524102,0,1.5246552468813908,1.5246552468813908,0
2018-01-31,Equal_Weight,0.011325782592851196,0,1.5419231607366193,1.5419231607366193,0
2018-02-28,Equal_Weight,0.0029537406912595473,0,1.5464776019192827,1.5464776019192827,0
2018-03-30,Equal_Weight,0.0013307034957599734,0,1.5485355050702712,1.5485355050702712,0
2018-04-30,Equal_Weight,-0.0024035875653083535,0,1.5448134643858458,1.5485355050702712,-0.0024035875653083487
2018-05-31,Equal_Weight,-0.009317651159067358,0,1.5304194314188682,1.5485355050702712,-0.011698842933911874
2018-06-29,Equal_Weight,-0.002800137568730284,0,1.5261340464730373,1.5485355050702712,-0.014466222133032268
2018-07-31,Equal_Weight,-0.008571469536018771,0,1.5130528349858128,1.5485355050702712,-0.02291369488673636
2018-08-31,Equal_Weight,-2.0325720471177952e-4,0,1.5127452960959922,1.5485355050702712,-0.02311229471787594
2018-09-28,Equal_Weight,-0.004782423379758564,0,1.505510707624323,1.5485355050702712,-0.027784185319015782
2018-10-31,Equal_Weight,0.006249445588455709,0,1.5149193148744586,1.5485355050702712,-0.021708375484930875
2018-11-30,Equal_Weight,0.017352590537116356,0,1.5412070894422438,1.5485355050702712,-0.004732481498830582
2018-12-31,Equal_Weight,0.006518857313506089,0,1.5512539985488818,1.5512539985488818,0
2019-01-31,Equal_Weight,-0.005719640610826955,0,1.5423813831810738,1.5512539985488818,-0.005719640610827053
2019-02-28,Equal_Weight,0.007839226365848908,0,1.5544724599863013,1.5544724599863013,0
2019-03-29,Equal_Weight,0.01116246976094536,0,1.5718242118151209,1.5718242118151209,0
2019-04-30,Equal_Weight,-1.2425447533526276e-4,0,1.5716289056223625,1.5718242118151209,-1.2425447533531095e-4
2019-05-31,Equal_Weight,0.004593305008149947,0,1.5788478765455107,1.5788478765455107,0
2019-06-28,Equal_Weight,0.01033490884706766,0,1.595165125432995,1.595165125432995,0
2019-07-31,Equal_Weight,-0.003779050097389414,0,1.5891369165103753,1.595165125432995,-0.0037790500973894367
2019-08-30,Equal_Weight,0.00991165388637972,0,1.6048878916048948,1.6048878916048948,0
2019-09-30,Equal_Weight,-0.003021227971370437,0,1.6000391594158645,1.6048878916048948,-0.0030212279713703275
2019-10-31,Equal_Weight,0.010463036559009344,0,1.616780427636679,1.616780427636679,0
2019-11-29,Equal_Weight,-0.005847989397103197,0,1.6073255128384158,1.616780427636679,-0.005847989397103162
2019-12-31,Equal_Weight,0.014732713807129153,0,1.6310057796139612,1.6310057796139612,0
2020-01-31,Equal_Weight,-0.013217438570926006,0,1.6094480609130883,1.6310057796139612,-0.013217438570926037
2020-02-28,Equal_Weight,0.003473413622776405,0,1.6150383397330148,1.6310057796139612,-0.009789934579340175
2020-03-31,Equal_Weight,0.0033545225212361094,0,1.6204560222163091,1.6310057796139612,-0.006468252614131795
2020-04-30,Equal_Weight,0.005848466655075733,0,1.6299332052282578,1.6310057796139612,-6.576153187864678e-4
2020-05-29,Equal_Weight,-0.016640151035432118,0,1.6028108705155937,1.6310057796139612,-0.017286823535990724
2020-06-30,Equal_Weight,0.00416515435531079,0,1.609486825193661,1.6310057796139612,-0.01319367146902051
2020-07-31,Equal_Weight,0.01838084663723573,0,1.6390705556921972,1.6390705556921972,0
2020-08-31,Equal_Weight,0.0028847832610980986,0,1.6437989189950166,1.6437989189950166,0
2020-09-30,Equal_Weight,0.003158367360169909,0,1.648990639847453,1.648990639847453,0
2020-10-30,Equal_Weight,-0.0077542423100735135,0,1.6362039668590327,1.648990639847453,-0.007754242310073498
2020-11-30,Equal_Weight,0.008283478000810486,0,1.6497574264233485,1.6497574264233485,0
2020-12-31,Equal_Weight,0.006965824026546925,0,1.6612493463423024,1.6612493463423024,0
2021-01-29,Equal_Weight,-0.016840216890193556,0,1.6332735470412056,1.6612493463423024,-0.016840216890193604
2021-02-26,Equal_Weight,0.010286445536145869,0,1.6500741264284726,1.6612493463423024,-0.006726997327905693
2021-03-31,Equal_Weight,0.0010743044246586102,0,1.6518468083635096,1.6612493463423024,-0.005659919746241004
2021-04-30,Equal_Weight,0.011179419833761386,0,1.670313497335264,1.670313497335264,0
2021-05-31,Equal_Weight,0.007024640452693381,0,1.682046849097325,1.682046849097325,0
2021-06-30,Equal_Weight,0.007821293537654712,0,1.6952026312482025,1.6952026312482025,0
2021-07-30,Equal_Weight,0.018709184242512795,0,1.7269184896046177,1.7269184896046177,0
2021-08-31,Equal_Weight,0.007704879683034702,0,1.7402241887894294,1.7402241887894294,0
2021-09-30,Equal_Weight,0.007087124174794981,0,1.752557373707362,1.752557373707362,0
2021-10-29,Equal_Weight,0.012752456468464944,0,1.7749067853240523,1.7749067853240523,0
2021-11-30,Equal_Weight,0.0018282837644658702,0,1.7781518185831007,1.7781518185831007,0
2021-12-31,Equal_Weight,0.012046421247875465,0,1.7995721844324284,1.7995721844324284,0
2022-01-31,Equal_Weight,0.00966879348855323,0,1.8169718762514504,1.8169718762514504,0
2022-02-28,Equal_Weight,0.01979850052334595,0,1.8529451948943194,1.8529451948943194,0
2022-03-31,Equal_Weight,-0.002363047936891896,0,1.8485665965743507,1.8529451948943194,-0.0023630479368918424
2022-04-29,Equal_Weight,0.016849084163039388,0,1.879713250741015,1.879713250741015,0
2022-05-31,Equal_Weight,-0.010598700525839916,0,1.859790732921958,1.879713250741015,-0.010598700525839867
2022-06-30,Equal_Weight,0.013825394640712212,0,1.8855030737537437,1.8855030737537437,0
2022-07-29,Equal_Weight,0.006556136809139263,0,1.897864689859326,1.897864689859326,0
2022-08-31,Equal_Weight,6.499251856073549e-4,0,1.8990981599201404,1.8990981599201404,0
2022-09-30,Equal_Weight,-0.008161820942159021,0,1.8835980607872886,1.8990981599201404,-0.008161820942158974
2022-10-31,Equal_Weight,0.001159605119701505,0,1.8857822907420376,1.8990981599201404,-0.007011680311807969
2022-11-30,Equal_Weight,0.008072494485439992,0,1.9010052578847931,1.9010052578847931,0
2022-12-30,Equal_Weight,0.014596536184732355,0,1.9287533499188751,1.9287533499188751,0
2023-01-31,Equal_Weight,0.006794316621691044,0,1.9418579108633713,1.9418579108633713,0
2023-02-28,Equal_Weight,0.005674336415787841,0,1.952876665921269,1.952876665921269,0
2023-03-31,Equal_Weight,0.005475133246138343,0,1.963568925880462,1.963568925880462,0
2023-04-28,Equal_Weight,0.01986524909578785,0,2.002575711709826,2.002575711709826,0
2023-05-31,Equal_Weight,-6.978957611394003e-4,0,2.001178122609263,2.002575711709826,-6.978957611393319e-4
2023-06-30,Equal_Weight,-0.0020753114017082563,0,1.997025054834563,2.002575711709826,-0.0027717588118173022
2023-07-31,Equal_Weight,0.023736056623321313,0,2.0444265546143074,2.0444265546143074,0
2023-08-31,Equal_Weight,0.008610041893373202,0,2.0620291528974612,2.0620291528974612,0
2023-09-29,Equal_Weight,-0.012424681202413822,0,2.036409098042627,2.0620291528974612,-0.012424681202413844
2023-10-31,Equal_Weight,-0.012743176855850729,0,2.0104587767554065,2.0620291528974612,-0.025009528148324474
2023-11-30,Equal_Weight,0.022223343531209066,0,2.0551378928065764,2.0620291528974612,-0.003341979952708987
2023-12-29,Equal_Weight,0.012537894060236511,0,2.080904993985763,2.080904993985763,0
2024-01-31,Equal_Weight,-0.02021476684273909,0,2.0388399847104495,2.080904993985763,-0.020214766842739013
2024-02-29,Equal_Weight,-0.013010344030193698,0,2.0123139750868515,2.080904993985763,-0.0329621098018186
2024-03-29,Equal_Weight,0.007841858292693116,0,2.0280942561198887,2.080904993985763,-0.025378735703219482
2024-04-30,Equal_Weight,-6.674688646305538e-4,0,2.0267405663493925,2.080904993985763,-0.026029265051944507
2024-05-31,Equal_Weight,0.005216400024151909,0,2.037312855888647,2.080904993985763,-0.020948644086638234
2024-06-28,Equal_Weight,-3.55556573351977e-4,0,2.0365884759107615,2.080904993985763,-0.02129675223188232
2024-07-31,Equal_Weight,-0.003224091427258694,0,2.0300223284647236,2.080904993985763,-0.02445218098284183
2024-08-30,Equal_Weight,0.01036354072854942,0,2.0510605475456325,2.080904993985763,-0.014342051427809966
2024-09-30,Equal_Weight,-0.008465453060622529,0,2.0336973907558904,2.080904993985763,-0.02268609252527724
2024-10-31,Equal_Weight,0.016094867081441137,0,2.06642947994398,2.080904993985763,-0.006956355087627788
2024-11-29,Equal_Weight,0.010639089534050869,0,2.0884144081969063,2.0884144081969063,0
2024-12-31,Equal_Weight,8.502954444169191e-4,0,2.090190177454251,2.090190177454251,0
2025-01-31,Equal_Weight,-0.0014439958036012238,0,2.0871719516092786,2.090190177454251,-0.0014439958036012385
2025-02-28,Equal_Weight,-1.2470128986275756e-4,0,2.0869116785747477,2.090190177454251,-0.001568517025324666
2025-03-31,Equal_Weight,-0.0026242613760013634,0,2.0814350768615375,2.090190177454251,-0.0041886622026790134
2025-04-30,Equal_Weight,0.00271153203769086,0,2.087078954756821,2.090190177454251,-0.0014884878567457591
2025-05-30,Equal_Weight,0.008164363077030666,0,2.1041186251138857,2.1041186251138857,0
2025-06-30,Equal_Weight,0.00971795131311847,0,2.1245663474697682,2.1245663474697682,0
2025-07-31,Equal_Weight,-0.009635361801177139,0,2.1040953820412915,2.1245663474697682,-0.00963536180117717
2025-08-29,Equal_Weight,-0.0026496440567667224,0,2.0985202782173955,2.1245663474697682,-0.012259475578812615
2025-09-26,Equal_Weight,-0.0055606174304217125,0,2.0868512097802467,2.1245663474697682,-0.01775192275564281
2010-01-29,Equal_Weight,-0.0010494165156918148,0,2.084661233654912,2.1245663474697682,-0.01878271011040954
2010-02-26,Equal_Weight,0.0011386123944587888,0,2.087034854773799,2.1245663474697682,-0.017665483942484125
2010-03-31,Equal_Weight,-0.002613386161070669,0,2.081580626766661,2.1245663474697682,-0.020232703372290856
2010-04-30,Equal_Weight,0.011771884993533495,0,2.106084754509726,2.1245663474697682,-0.008698995435964071
2010-05-31,Equal_Weight,0.006744560829427456,0,2.1202893712484463,2.1245663474697682,-0.0020131055104094875
2010-06-30,Equal_Weight,0.002428756712041524,0,2.1254390382903363,2.1254390382903363,0
2010-07-30,Equal_Weight,0.0023591934281575696,0,2.1304533601014204,2.1304533601014204,0
2010-08-31,Equal_Weight,-0.00300633050439462,0,2.1240485131767572,2.1304533601014204,-0.0030063305043947267
2010-09-30,Equal_Weight,-0.005165446035987976,0,2.113076855204122,2.1304533601014204,-0.008156247502395941
2010-10-29,Equal_Weight,0.0035411071932421718,0,2.120559486855959,2.1304533601014204,-0.004644022455854282
2010-11-30,Equal_Weight,-0.00825048727515075,0,2.103063837793454,2.1304533601014204,-0.012856194282827511
2010-12-31,Equal_Weight,0.007973740594692903,0,2.119833123290098,2.1304533601014204,-0.004984965646380931
2011-01-31,Equal_Weight,0.004371624376643661,0,2.1291002374462895,2.1304533601014204,-6.351336670737832e-4
2011-02-28,Equal_Weight,-0.003202542376933548,0,2.1222817037111286,2.1304533601014204,-0.0038356420015234756
2011-03-31,Equal_Weight,0.00796771778582699,0,2.139191445388323,2.139191445388323,0
2011-04-29,Equal_Weight,-0.0014247081169365882,0,2.136143721972397,2.139191445388323,-0.0014247081169364926
2011-05-31,Equal_Weight,9.236628523545862e-4,0,2.1381167985756733,2.139191445388323,-5.023612145450609e-4
2011-06-30,Equal_Weight,0.0021852472869885167,0,2.1427891125090253,2.1427891125090253,0
2011-07-29,Equal_Weight,6.075880510944456e-4,0,2.1440910455698012,2.1440910455698012,0
2011-08-31,Equal_Weight,-0.00931793674424744,0,2.124112540833275,2.1440910455698012,-0.009317936744247272
2011-09-30,Equal_Weight,-0.00234897428697737,0,2.1191230550922113,2.1440910455698012,-0.01164502343740471
2011-10-31,Equal_Weight,0.00955798075149423,0,2.1393775924628304,2.1440910455698012,-0.0021983455957758453
2011-11-30,Equal_Weight,0.008742405446582694,0,2.1580808987794744,2.1580808987794744,0
2011-12-30,Equal_Weight,0.0020814572860069817,0,2.162572851990032,2.162572851990032,0
2012-01-31,Equal_Weight,0.0036467195659244393,0,2.1704591487221205,2.1704591487221205,0
2012-02-29,Equal_Weight,0.005130679167267566,0,2.1815950782598748,2.1815950782598748,0
2012-03-30,Equal_Weight,0.0077501110210781,0,2.1985026823194262,2.1985026823194262,0
2012-04-30,Equal_Weight,-0.0020275563003222443,0,2.194045094354614,2.1985026823194262,-0.0020275563003223445
2012-05-31,Equal_Weight,0.007907373402777713,0,2.2113942281782086,2.2113942281782086,0
2012-06-29,Equal_Weight,0.010251179839146172,0,2.2340636281065134,2.2340636281065134,0
2012-07-31,Equal_Weight,0.006587794637213485,0,2.248781180494947,2.248781180494947,0
2012-08-31,Equal_Weight,0.016155309583925043,0,2.2851109366523477,2.2851109366523477,0
2012-09-28,Equal_Weight,0.008582790994340016,0,2.3047235662205154,2.3047235662205154,0
2012-10-31,Equal_Weight,0.01642422913451753,0,2.3425768741638437,2.3425768741638437,0
2012-11-30,Equal_Weight,-2.761171447480772e-4,0,2.3419300485259966,2.3425768741638437,-2.761171447481326e-4
2012-12-31,Equal_Weight,0.008256012144476228,0,2.361265051448141,2.361265051448141,0
2013-01-31,Equal_Weight,0.00453365379398234,0,2.371970209707237,2.371970209707237,0
2013-02-28,Equal_Weight,0.003887307776521316,0,2.3811907879491088,2.3811907879491088,0
2013-03-29,Equal_Weight,-0.012340615272742689,0,2.3518054285440297,2.3811907879491088,-0.012340615272742713
2013-04-30,Equal_Weight,-0.011254109468933262,0,2.325337952801564,2.3811907879491088,-0.02345584210648239
2013-05-31,Equal_Weight,-0.0069453335447402795,0,2.3091877051151135,2.3811907879491088,-0.03023826700422046
2013-06-28,Equal_Weight,0.007233249093163257,0,2.325890634989081,2.3811907879491088,-0.023223738828444328
2013-07-31,Equal_Weight,0.01472207463702556,0,2.360132570514949,2.3811907879491088,-0.008843565807801894
2013-08-30,Equal_Weight,0.002116875352315068,0,2.3651286769816684,2.3811907879491088,-0.006745411181971888
2013-09-30,Equal_Weight,-0.006923766219179427,0,2.3487530789439703,2.3811907879491088,-0.01362247375107504
2013-10-31,Equal_Weight,0.01100199994142418,0,2.3745940601809314,2.3811907879491088,-0.0027703482650623754
2013-11-29,Equal_Weight,-9.342980086784558e-4,0,2.3723754816790845,2.3811907879491088,-0.0037020579428735175
2013-12-31,Equal_Weight,-0.0032789372265358985,0,2.364596611396886,2.3811907879491088,-0.006968856353805645
2014-01-31,Equal_Weight,0.005229679062646173,0,2.376962692787113,2.3811907879491088,-0.0017756221733234436
2014-02-28,Equal_Weight,-0.004276368687881267,0,2.3667979239554158,2.3811907879491088,-0.006044397646141323
2014-03-31,Equal_Weight,0.017846848732814086,0,2.4090378084853863,2.4090378084853863,0
2014-04-30,Equal_Weight,-0.0013705763391721137,0,2.405736038264905,2.4090378084853863,-0.001370576339172138
2014-05-30,Equal_Weight,0.00683350615995066,0,2.422175650301604,2.422175650301604,0
2014-06-30,Equal_Weight,0.00578589732479174,0,2.4361901099168595,2.4361901099168595,0
2014-07-31,Equal_Weight,0.007908304388342459,0,2.455456242853952,2.455456242853952,0
2014-08-29,Equal_Weight,0.006042533578112476,0,2.4702934196509827,2.4702934196509827,0
2014-09-30,Equal_Weight,0.013210493620055348,0,2.502927215110947,2.502927215110947,0
2014-10-31,Equal_Weight,0.0025776508271892875,0,2.5093788875173724,2.5093788875173724,0
2014-11-28,Equal_Weight,0.00406544848456742,0,2.5195806381128354,2.5195806381128354,0
2014-12-31,Equal_Weight,0.012177960794797531,0,2.5502639923431047,2.5502639923431047,0
2015-01-30,Equal_Weight,-9.199693677446343e-4,0,2.547917827590487,2.5502639923431047,-9.199693677446966e-4
2015-02-27,Equal_Weight,-6.8582882133871e-4,0,2.546170392109923,2.5502639923431047,-0.0016051672475761514
2015-03-31,Equal_Weight,1.3119948766640653e-4,0,2.546504448360879,2.5502639923431047,-0.001474178357030168
2015-04-30,Equal_Weight,0.002699913748856213,0,2.553379790732532,2.553379790732532,0
2015-05-29,Equal_Weight,-0.013376124051248998,0,2.5192254659017412,2.553379790732532,-0.013376124051249065
2015-06-30,Equal_Weight,-1.3397309272506364e-4,0,2.5188879574748024,2.553379790732532,-0.013508305103266392
2015-07-31,Equal_Weight,0.0036817875605923128,0,2.5281619678231593,2.553379790732532,-0.009876252252367839
2015-08-31,Equal_Weight,0.006800415565932359,0,2.5453545198223417,2.553379790732532,-0.0031429993059856882
2015-09-30,Equal_Weight,-0.0034417969329928527,0,2.5365939264426376,2.553379790732532,-0.006573978673606843
2015-10-30,Equal_Weight,0.006321204250393318,0,2.5526282547519887,2.553379790732532,-2.943298851470981e-4
2015-11-30,Equal_Weight,0.015392894411194723,0,2.5919205919484183,2.5919205919484183,0
2015-12-31,Equal_Weight,-0.0013058430397876327,0,2.5885359504837404,2.5919205919484183,-0.0013058430397875518
2016-01-29,Equal_Weight,-0.002400743344179954,0,2.582321540029446,2.5919205919484183,-0.00370345138998124
2016-02-29,Equal_Weight,0.0185704241777201,0,2.630276346391056,2.630276346391056,0
2016-03-31,Equal_Weight,0.02396279889500067,0,2.693305129517902,2.693305129517902,0
2016-04-29,Equal_Weight,-0.0050597371373338725,0,2.679677713531908,2.693305129517902,-0.005059737137333933
2016-05-31,Equal_Weight,0.002897068940136745,0,2.687440924605358,2.693305129517902,-0.002177326604502987
2016-06-30,Equal_Weight,0.007107792022728229,0,2.706542695770821,2.706542695770821,0
2016-07-29,Equal_Weight,0.016779551533776832,0,2.751957268412875,2.751957268412875,0
2016-08-31,Equal_Weight,-0.026308334450089225,0,2.679557856203115,2.751957268412875,-0.026308334450089264
2016-09-30,Equal_Weight,0.021748309247108095,0,2.737833709105338,2.751957268412875,-0.0051321869963781306
2016-10-31,Equal_Weight,0.015362732939063031,0,2.7798943172098882,2.7798943172098882,0
2016-11-30,Equal_Weight,0.012950903364889483,0,2.8158964598766794,2.8158964598766794,0
2016-12-30,Equal_Weight,1.9881612433035947e-5,0,2.815952444438746,2.815952444438746,0
2017-01-31,Equal_Weight,0.005627524230018398,0,2.8317992850504043,2.8317992850504043,0
2017-02-28,Equal_Weight,-0.0058634525311498376,0,2.8151951643647672,2.8317992850504043,-0.005863452531149841
2017-03-31,Equal_Weight,0.02017154440714173,0,2.871981998637522,2.871981998637522,0
2017-04-28,Equal_Weight,0.004657108682617587,0,2.8853571309396977,2.8853571309396977,0
