strategy,Sharpe_i,alpha,s,rho,Sharpe_ann
Equal_Weight,0.6883327613647601,0.18106934085063273,1.0280114681717911,0.9883871879661456,2.384454630395896
Equal_Weight,0.6651541410266398,0.18579788392286609,1.0228554084847854,0.7093842411180957,2.3041615342459485
Equal_Weight,0.7837012173028909,0.5558990549879549,0.9897936353041816,0.9924157087458296,2.7148206526443683
Equal_Weight,0.6251736047008397,0.1585352295977689,0.879214322377624,0.897880065976642,2.165664893785671
Equal_Weight,0.6246927675920939,0.481206512322459,0.9404022671504416,0.9132876724237576,2.163999225180646
Equal_Weight,0.6428026534514687,0.04130836357007567,0.8321149411327934,0.8329408051911742,2.226733710036067
Equal_Weight,0.5954503311689116,0.0468963578827324,1.146121189591366,0.9516270357882604,2.0627004539365372
Equal_Weight,0.669004607723485,0.40432343682545063,0.9321916957068128,0.996573703805916,2.3174999421495244
Equal_Weight,0.6310933478045557,0.20545496311924605,1.02642821352426,0.8297284401021897,2.186171485432454
Equal_Weight,0.6171316051239255,0.13690761474569058,1.0182389239765468,0.893048522202298,2.137806590062345
Equal_Weight,0.7592056314244193,0.5015777344953931,0.8574810900863935,0.8615804673871026,2.62996545403901
Equal_Weight,0.6141321560345889,0.3655855970441846,1.0415789240657058,0.7738636864814907,2.1274161936274507
Equal_Weight,0.6318333722910484,0.23171617334611683,1.079351128697253,0.7874308051075786,2.188735005451355
Equal_Weight,0.7272466272259781,0.2528474750917105,1.1255304710080534,0.9584485292900352,2.5192562159769953
Equal_Weight,0.5959479506953285,0.3659924474452641,0.8947434989259863,0.9673083268804477,2.064424258541722
Equal_Weight,0.5325802517104712,0.21104670838244097,0.916052879637234,0.77125423126854,1.844912110140715
Equal_Weight,0.5872121072944293,0.4774491666682489,0.8972392378232175,0.7323512997478246,2.034162409307077
Equal_Weight,0.5866357429819977,0.19694094814410013,0.9283660846650252,0.7840838889591395,2.0321658247614747
Equal_Weight,0.6413484905680626,0.36756167784065374,1.172118994382009,0.7689526958158239,2.2216963420429865
Equal_Weight,0.6159607439472801,0.1326954926756685,1.042558590447365,0.767872741445899,2.1337506079692257
Equal_Weight,0.6105379806384837,0.30027156504101266,0.9223868890614932,0.8452025135047734,2.1149656048327143
Equal_Weight,0.6683780939193689,0.11579969007676774,1.052813818351105,0.9817065177019686,2.3153296346687795
Equal_Weight,0.6118925467179184,0.26347171463632213,0.9071262131741962,0.8177627669181674,2.119657959376295
Equal_Weight,0.6416804914465867,0.20485352369493784,0.7657360890912569,0.9579515447374434,2.222846426822509
Equal_Weight,0.6236999628413941,0.3493833097974042,1.038606331692895,0.9464278745930642,2.1605600486402308
Equal_Weight,0.6158791938699776,0.16134813239435314,0.9931524038897448,0.8614408467430621,2.1334681102147277
Equal_Weight,0.5318663759552226,0.5170809121284036,0.8880806910635509,0.8081982751376926,1.8424391719839506
Equal_Weight,0.5285791835424201,0.21822757695896008,1.022102065826974,0.7361354015767574,1.8310520034374929
Equal_Weight,0.65416612158076,0.4333341179253424,1.0975866857316725,0.760315646813251,2.2660979183363112
Equal_Weight,0.660329342676984,0.1782492311926544,0.8980703693044046,0.9843490493716672,2.287447942490192
Equal_Weight,0.5967126370360634,0.4216381924405352,0.936907822777911,0.9407169572776184,2.0670732097297355
Equal_Weight,0.655100750822404,0.11978178685038116,0.9321573220887236,0.7910891575738788,2.2693355690018455
Equal_Weight,0.6796642992704501,0.10273148295392091,1.0146437375896564,0.8019715005066246,2.354426196854236
Equal_Weight,0.6722677055419539,0.16951114889681976,0.8756478183744301,0.7508584587601944,2.328803644572835
Equal_Weight,0.6077681325499887,0.28097699420089123,1.0463872096741895,0.8077036808943375,2.1053705695956726
Equal_Weight,0.7457960995756565,0.4020527459300033,1.0042233843150814,0.9616480136290192,2.5835134731034692
Equal_Weight,0.7106577779710164,0.4426005397810195,0.963223119136302,0.7835220469161868,2.4617907564796053
Equal_Weight,0.6647994925573446,0.13203521123350884,1.0588211825778844,0.8060872052330523,2.302932995910657
Equal_Weight,0.6163159462453554,0.16264778204468408,1.0300084282766826,0.898737087356858,2.134981064823689
Equal_Weight,0.6409108598865692,0.30811176056281375,1.0443147961358,0.9641993701690807,2.220180344892391
Equal_Weight,0.6914828218564959,0.23333346308277644,0.9939076012095864,0.8502598278224468,2.3953667600330997
Equal_Weight,0.6534970038710227,0.05697793131313312,1.0885394919546605,0.8941695782123134,2.263780026597293
Equal_Weight,0.6492825959631514,0.03793336621565864,0.910014728032598,0.8770533071830868,2.249180889356787
Equal_Weight,0.6300057633201879,0.36691453777724586,0.9136891129554796,0.9604208678007126,2.1824039822635566
Equal_Weight,0.6508016348462504,0.49692844766193334,1.1180598399019557,0.776310441060923,2.254442994405187
Equal_Weight,0.6588175537952596,0.12931557876789246,0.92158888133322725,0.807565811718814,2.2822109521832634
Equal_Weight,0.6172560408794724,0.19085878416727511,0.9039425894358604,0.8200491309165954,2.138237648164116
Equal_Weight,0.666588574253632,0.2960603693223033,0.9879320620643632,0.8190277169458567,2.3091305567043796
Equal_Weight,0.6433276644436771,0.22019651506424143,0.9412246336447576,0.7194114745128899,2.228552401462141
Equal_Weight,0.7343688421512437,0.15131210785139426,1.1011903396729317,0.8471904347417876,2.5439282922029656
Equal_Weight,0.5768488597675596,0.2387869797095455,1.112967982708255,0.8418310756096616,1.9982630668111752
Equal_Weight,0.5966174316817647,0.48681907967327337,1.060643340345701,0.8847424955805764,2.06674340870814
Equal_Weight,0.7032173647606886,0.4138028801735372,1.1467135788871283,0.9578422616934404,2.436016409060417
Equal_Weight,0.6099241211089558,0.07046104294509561,1.1023758155910317,0.8732531261397526,2.112839133045009
Equal_Weight,0.5537064798334046,0.106799816861335,0.8809476106994208,0.7776555117452517,1.9180955111031373
Equal_Weight,0.6274349875013023,0.16439822820371422,0.9155556732652652,0.7798365188529714,2.1734985535971982
Equal_Weight,0.717066714503952,0.26612318231334375,1.0692307351761277,0.7911333612166345,2.4839919638746633
Equal_Weight,0.6393632116186151,0.35204590188456536,1.0151985094286415,0.8594199728919193,2.2148191340277066
Equal_Weight,0.6430147926964661,0.14075737340605024,0.9400287915879804,0.8116512155160307,2.2274685819372966
Equal_Weight,0.7118434147446423,0.2110958378722692,0.9689334078810956,0.9936304793925956,2.46589792274209
Equal_Weight,0.6743856418883852,0.20352444032365935,0.968731060177676,0.9819059252738952,2.3361403912912664
Equal_Weight,0.6293329568905136,0.17902325592626062,1.0110026218886987,0.8427526516839862,2.180073312423847
Equal_Weight,0.7433580687721894,0.28724864062206606,1.1204928330845971,0.8808737907325849,2.575067886659423
Equal_Weight,0.7115246416542408,0.4977717089847906,0.9515011418026732,0.9602151341270656,2.4647936603647675
Equal_Weight,0.5937688454447387,0.2620501477196422,1.0815454335862955,0.9829704315867276,2.056875616523599
Equal_Weight,0.7223780363846426,0.27198134196690804,1.0109831610578852,0.8967225047526881,2.50239092258008
Equal_Weight,0.6361787163371575,0.05439198376174,1.0009289175105485,0.9402833875501528,2.2037877187798105
Equal_Weight,0.7178236141553594,0.5102759847730334,0.9269538115475036,0.8963180476101116,2.4866139411796007
Equal_Weight,0.6238845069275752,0.37390979412719166,1.1461431548409862,0.8239287175005302,2.161199328107235
Equal_Weight,0.5937408395948903,0.04240649439474513,0.9080331652263736,0.7074049962684512,2.056778601413906
Equal_Weight,0.6437219807984558,0.2058127254141308,1.025884416775219,0.8325798766687512,2.229918353383605
Equal_Weight,0.6222978939511984,0.4339858620294699,1.156855267066868,0.9600170880556108,2.1557031395331694
Equal_Weight,0.5797605922962277,0.5139901202826286,1.0876043953829406,0.7859705928480252,2.0083496041665834
Equal_Weight,0.6432925025651698,0.23567944629068155,1.1385161943706057,0.7803639489226043,2.2284305971420126
Equal_Weight,0.6382087851569468,0.41534319147213583,0.977246276402798,0.9623878930229692,2.2108200834572833
Equal_Weight,0.6661170309658092,0.1443195556214288,0.947820091987254,0.8191838731290773,2.3074970828394252
Equal_Weight,0.7069980675795529,0.18186205027023683,0.8178131872987698,0.9497379694599658,2.4491131478016004
Equal_Weight,0.6710904961143522,0.44781343448601135,0.9695306416886026,0.7996317671146244,2.3247256714933244
Equal_Weight,0.5690636889214492,0.3675960355436556,0.9386264280734818,0.923428058088757,1.9712944439090407
Equal_Weight,0.6118377946505529,0.15545090904028205,0.9721720845828792,0.901627042121254,2.1194682926513018
Equal_Weight,0.6662839448482937,0.11632551548356244,1.0001995515698503,0.7435782392742112,2.3080752894893286
Equal_Weight,0.6913794680788379,0.2494707680593735,0.9257128012659832,0.9077009979635478,2.395008732044984
Equal_Weight,0.5867364263974086,0.1183212958365112,1.0359466725481998,0.7442193722352385,2.0325146023434173
Equal_Weight,0.6962214631491206,0.17450223890771663,1.1146848693201006,0.9600933257956056,2.4117818949884393
Equal_Weight,0.7080435487710591,0.20664132622514816,1.121125691987593,0.7332534103188664,2.4527348008856933
Equal_Weight,0.6860420267086843,0.06294863822516154,0.9219342753128168,0.7892721096752211,2.376519292773932
Equal_Weight,0.7041531434457252,0.5997119758103571,1.071539724615467,0.9648227682104334,2.4392580415146634
Equal_Weight,0.5998801248397335,0.2112868838058157,1.1228810770577795,0.7802440215600654,2.0780457093463585
Equal_Weight,0.6068509728638564,0.23504153430637112,0.8963007543495685,0.9485597104532644,2.1021934352456024
Equal_Weight,0.6665087051447597,0.13809385653733125,0.9891473465276222,0.8036045950371772,2.3088538819953355
Equal_Weight,0.6473583755031357,0.1504748813692823,1.010728483530625,0.8029265066143125,2.2425151941533654
Equal_Weight,0.6385307253957687,0.24947975252792168,1.0523685932992697,0.8735829964280128,2.2119353171585643
Equal_Weight,0.6453674189170284,0.32515794627269784,0.9421668194873392,0.8294877551496028,2.235618318227762
Equal_Weight,0.6263325768207468,0.02922016403772278,1.15875073552846,0.8090416132705286,2.169679690978141
Equal_Weight,0.6193846401813514,0.03624380570923311,0.9931853959086976,0.7139687393326312,2.1456113324437363
Equal_Weight,0.6325759058869875,0.44044828314831297,1.0241264684048426,0.7544226650614291,2.191307217280342
Equal_Weight,0.7156639833033525,0.02614114477118732,1.109469088306303,0.8139623276423662,2.479132760457062
Equal_Weight,0.7177987175013022,0.3632983126895516,1.0150786871573414,0.7336175659438595,2.48652769664007
Equal_Weight,0.6837739412724414,0.3337017662643893,1.0113846282431544,0.9550675236620008,2.3686624143509722
Equal_Weight,0.7050546680865895,0.19648181539241064,0.8506114362229756,0.8220406553242355,2.4423810144791678
Equal_Weight,0.6443501598510237,0.32735022379554013,1.050339272602747,0.9501867906888948,2.2320944294542016
Equal_Weight,0.6873357081950517,0.28986568390292733,0.9728269508517212,0.705596034321934,2.381000736900331
Equal_Weight,0.6634480875406834,0.6090959922204366,0.9717877471076114,0.9234632729785516,2.2982515916097355
Equal_Weight,0.7525755050380898,0.27923957807028005,1.1764669579283642,0.7775672349380329,2.6069980225155582
Equal_Weight,0.649387814371661,0.2985350623392106,1.0157214962421404,0.7930876213591546,2.2495453766156475
Equal_Weight,0.6751836375391211,0.4969066612973883,0.9278016404323126,0.9507379226852208,2.3389047293138536
Equal_Weight,0.5725597257533328,0.4492793724109451,0.9123994705114106,0.7380751981865614,1.98340507074495
Equal_Weight,0.672604828704827,0.26778186485489924,1.0214445082983796,0.8592607325874269,2.329971473465844
Equal_Weight,0.7232529857142762,0.2811225542098303,0.9745934125054004,0.9887722657993436,2.5054218359660276
Equal_Weight,0.636833500747355,0.3506724951162318,1.1896154992119352,0.7191327741369604,2.2060559585127426
Equal_Weight,0.6969626739464287,0.20625233264061105,0.9369151738895836,0.9270550333196296,2.414349524508552
Equal_Weight,0.7389339599432011,0.07227448494103154,0.9567273584151824,0.8865275765070691,2.5597423241193797
Equal_Weight,0.5927302715333695,0.3037682844281781,1.0521213109745058,0.773897780640982,2.053277890959785
Equal_Weight,0.5998934051573399,0.19772522883379415,0.9614845321260228,0.9919693772913888,2.0780917137160286
Equal_Weight,0.6221815477700404,0.1821425031023776,1.0688071422921133,0.8112824917538091,2.155300104539105
Equal_Weight,0.6950031289982519,0.2639549369833553,1.2709019651073743,0.7603270260151476,2.4075614616886374
Equal_Weight,0.6632132963933265,0.03774963635322577,1.039039677219849,0.8861852009082213,2.2974382512169567
Equal_Weight,0.6864404544877016,0.4144446833528595,1.1221472127801964,0.7506659854669123,2.3778994870867414
Equal_Weight,0.5845324126957543,0.12560252126262272,0.8493852527366718,0.9225852183997632,2.0248796749197306
Equal_Weight,0.6392080614766029,0.143462678107323,0.9238942962221038,0.8466807797551155,2.214281678170173
Equal_Weight,0.6055616284617557,0.20829888125922344,1.0639512167418033,0.8259864963823929,2.0977270152198164
Equal_Weight,0.7199877834922315,0.3144733477862666,1.087721502582627,0.9476075010374188,2.494110843674891
Equal_Weight,0.5527486086096296,0.38243328497237405,0.9599209013268944,0.985883962130174,1.9147773478497643
Equal_Weight,0.6713092807402621,0.1833009121844963,0.9867744415332276,0.7933832072885707,2.325483563669306
Equal_Weight,0.6550898867965126,0.33561611937893,1.1545815379296298,0.7298308287048711,2.269297934912208
Equal_Weight,0.6229426634775842,0.26116578501710547,0.9860108023457476,0.7838063471019268,2.157936686690914
Equal_Weight,0.5383498719843762,0.1492108379330966,1.0288197424512435,0.7167565817711874,1.864898661050281
Equal_Weight,0.6892639660964984,0.05128706554200647,0.8566076613101661,0.7675967663759365,2.3876804182111346
Equal_Weight,0.6600400803406463,0.1417696591787567,0.9765501584017626,0.8647693881532177,2.286445908363686
Equal_Weight,0.7169392765626186,0.2107835880947408,1.0163224687569523,0.84466831239406015,2.48355050589626
Equal_Weight,0.6607715809101686,0.32075647552238273,1.047721848248601,0.709782975167036,2.2889799006680427
Equal_Weight,0.6726624349349725,0.08967979320109576,0.9890712366660168,0.9674420792842284,2.3301710273007328
Equal_Weight,0.6749900226553577,0.4264870019429887,0.8273650549110446,0.945455390610732,2.338234027682294
Equal_Weight,0.669521069210904,0.07690887588739617,0.9387388645457914,0.8488222391577438,2.319289017222249
Equal_Weight,0.5333646484946732,0.09599420293450718,1.1204782297094311,0.9627193141030148,1.8476293403077781
Equal_Weight,0.7430111341047353,0.21983137555607624,0.9754426240195168,0.9712038017809392,2.573866069717548
Equal_Weight,0.6303509543455563,0.5202773070420443,0.8863313860007914,0.7292434284230693,2.1835997590520666
Equal_Weight,0.5954545274133421,0.20624887475384368,0.9385672788237066,0.8753765044501052,2.062714990153647
Equal_Weight,0.544234947071867,0.17409572075835772,1.0488456421529473,0.9237216988578438,1.8852851591660649
Equal_Weight,0.7287319515345606,0.21803234598487645,1.1186612120251842,0.7069484218489378,2.524401530313359
Equal_Weight,0.61524795642812,0.3700914027223763,0.9726643583501784,0.7575012756511569,2.131281439572853
Equal_Weight,0.5429902982554153,0.08698088273713192,1.047662221652954,0.8331925199599937,1.8809735691907152
Equal_Weight,0.6765062770428069,0.6287376636214336,1.0073958812539612,0.9712694581365212,2.3434864869548164
Equal_Weight,0.7407639289194994,0.18781034039216776,1.046965530878807,0.8324329778086395,2.5660815226058267
Equal_Weight,0.7004188620248288,0.2576023407192202,0.9626001088106848,0.7969637411879376,2.4263221112131577
Equal_Weight,0.6913953274996368,0.20799467045144143,1.0083360601063494,0.9093624984147028,2.3950636706901887
Equal_Weight,0.6328623746915564,0.22485579068532363,1.093230925727623,0.8204793366370722,2.1922995743289353
Equal_Weight,0.6602893902249793,0.0232049559338477,1.0735854269719114,0.963335580471903,2.287309543136674
Equal_Weight,0.6512567717836991,0.06779192190444946,0.9827565205683788,0.9576782020740212,2.256019635005312
Equal_Weight,0.6196871984959,0.18557972313399013,0.885016689438012,0.746371265570633,2.1466594251898377
Equal_Weight,0.6222831649804014,0.4124937334049949,1.078745890800202,0.8450119480025022,2.155652116881642
Equal_Weight,0.6451904922991178,0.2776469037144776,0.9399787700235314,0.9760436574695632,2.235005426444897
Equal_Weight,0.6235370453433505,0.28236217955672627,1.0415418439966957,0.9031585472868756,2.159995685872124
Equal_Weight,0.6403806097494741,0.3004321534536896,1.1363302165725797,0.9106831485638396,2.2183435045360533
Equal_Weight,0.6691468875165856,0.17207291158026566,0.986242199010168,0.8829176998697221,2.3179928138106054
Equal_Weight,0.6976355934370665,0.15031546183338454,1.1618775563044237,0.7615497714141384,2.416680586002928
Equal_Weight,0.6390319589954435,0.22982511515218496,0.9336565364293068,0.773712563351728,2.2136716412807593
Equal_Weight,0.6385520713163663,0.05243135506143924,1.039242728434005,0.765684518078342,2.2120092615965827
Equal_Weight,0.6556321833177701,0.10668649798122046,1.106697478590846,0.7126786345150321,2.2711765051673796
Equal_Weight,0.7365159862110019,0.29932507277688836,0.931503157409677,0.8108992466935887,2.5513662174083076
Equal_Weight,0.6942500309398761,0.3881756799846384,0.8011253435259462,0.7837180177681148,2.404952653488261
Equal_Weight,0.5950439558341891,0.28980581290020446,0.961576737962442,0.9082059983396904,2.0612927284831732
Equal_Weight,0.7055379060752571,0.30073006272596087,1.0510155582058684,0.7190596845000982,2.4440549999762076
Equal_Weight,0.6239650124518538,0.2015062789304639,0.9711567403380016,0.947263657208532,2.1614782074239156
Equal_Weight,0.5996418212547742,0.12858529025560114,1.0005887177570765,0.861847546393983,2.077220201512808
Equal_Weight,0.6225083321264842,0.24942078887195823,0.9187070947326834,0.7798999695805833,2.1564321187560633
Equal_Weight,0.7077562768503811,0.1355091539235213,1.0540944265476322,0.9933916970621794,2.4517396617612888
Equal_Weight,0.6890269511556734,0.39705559821212144,0.9962989215193488,0.9509510818868876,2.3868593743718107
Equal_Weight,0.6347767348315194,0.3194295578559111,1.0512836020505916,0.8842406542040407,2.1989311123817363
Equal_Weight,0.6207722143454507,0.3055281669664338,0.9227741049599976,0.9060954671120272,2.150418030346716
Equal_Weight,0.6104268311041455,0.03171007050714988,1.0194207305485825,0.8086676595499739,2.1145805715512918
Equal_Weight,0.6799102324434413,0.5053745804051533,1.1468971074028669,0.8186899580992758,2.355278134356011
Equal_Weight,0.54098250068082,0.17656772273461294,1.150835045957635,0.7937391771469264,1.8740183543696898
Equal_Weight,0.7033529227618988,0.363522311501311,0.935447133952587,0.7679068203782662,2.4364859957513536
Equal_Weight,0.5942871930114185,0.09450289594028542,1.1343564552591636,0.7377396958181635,2.0586712251665373
Equal_Weight,0.6415096389407081,0.4105731270950995,1.00095377734446,0.9275359561899676,2.2222545763809447
Equal_Weight,0.5980302178955487,0.40566780126948615,0.9819679132934146,0.961166255432181,2.0716374437131533
Equal_Weight,0.6063346942855539,0.24981528535563255,0.9727219851318224,0.7359366989228874,2.1004049937886435
Equal_Weight,0.6531534288757538,0.4469657597313566,0.9776553268868624,0.8348358648596331,2.262589847901261
Equal_Weight,0.668905767344132,0.5175734698963946,1.1461996838189947,0.8996546918060631,2.3171575490317666
Equal_Weight,0.6933325967678743,0.155805186116586,1.0226876184014408,0.8124478362035006,2.4017745682912466
Equal_Weight,0.6751501074596461,0.2892085328374049,1.0753024265076998,0.7283556175185367,2.3387885777113886
Equal_Weight,0.6434390909802838,0.18759777908319553,1.1202112925665184,0.7200480449246243,2.2289383943075696
Equal_Weight,0.7088146729700242,0.08535386241924059,1.2834645958873787,0.9300265840953216,2.4554060534688
Equal_Weight,0.6551269283259029,0.03333654192831122,0.8795817738739404,0.7327363468473777,2.269426250533996
Equal_Weight,0.6667999887265865,0.5820352600722917,1.1862270689321726,0.7964678140124306,2.309862917921605
Equal_Weight,0.6311622848838446,0.3623368060035513,1.002372395418936,0.7869069430744275,2.1864102904801617
Equal_Weight,0.6278870116245898,0.13674728552527474,1.0595547473789135,0.7780049509834498,2.1750644110927597
Equal_Weight,0.6700479136493861,0.45486009374562486,0.9817474254866364,0.7988013535272329,2.321114059892521
Equal_Weight,0.5429936969667803,0.06275379611771387,0.9429550201409812,0.8593508233781904,1.8809853426722443
Equal_Weight,0.6404197677749747,0.481970604871205,0.9705536912795236,0.9723997473018244,2.218479151915435
Equal_Weight,0.6413774969180334,0.0918997491504692,1.05577512798507,0.7456491699907928,2.2217968229867693
Equal_Weight,0.5453570900821955,0.4085197938438246,0.8614768611582626,0.8866064603440463,1.889172376580559
Equal_Weight,0.6681367825047578,0.3064366712433255,0.908360538937457,0.7101492312271147,2.314493707407674
Equal_Weight,0.6558592855173466,0.4294696887534882,0.912529161616021,0.8666578512638807,2.271963210263734
Equal_Weight,0.770589523647916,0.6165141311633501,1.0211442511679345,0.7129092905903235,2.6694004134769784
Equal_Weight,0.6745372335555634,0.3003565187470026,1.2201015484317197,0.8134497545659541,2.3366655202303797
Equal_Weight,0.697320935044719,0.03815382157797412,1.0040104806006185,0.7557626885827631,2.41559057735778
Equal_Weight,0.6816824353436424,0.23858819093039563,0.890480198739518,0.9713790072361008,2.3614172252849492
Equal_Weight,0.730931418993439,0.2079112146754,1.046637268581004,0.7021283200010657,2.532020709090103
Equal_Weight,0.5717361217566819,0.10881105590083952,1.0265414496944762,0.7948308800114319,1.9805520228099174
Equal_Weight,0.688121297031732,0.09027001682138712,1.147797671016712,0.858451338717714,2.383722096458309
Equal_Weight,0.7548452294168481,0.14433373206349484,0.8745974349885958,0.7640630887821316,2.6148605784019323
Equal_Weight,0.6843372986605135,0.3747839787203281,0.956823754409004,0.7189103425247594,2.3706139415888927
Equal_Weight,0.6008953736169019,0.131923178897879,1.1085848946671748,0.7065051858313381,2.081562634275114
Equal_Weight,0.7062067781278233,0.2991330093561793,0.9825414419103928,0.8529586071614176,2.4463720407338223
Equal_Weight,0.5421254804237791,0.22303124062685928,0.8487044227263258,0.9508748442865907,1.877977752343344
Equal_Weight,0.7306515320820313,0.22967558242116787,1.025500283495548,0.7163421287899836,2.531051152388239
Equal_Weight,0.6744049692381874,0.19129339853057264,1.0222295218136055,0.9514389344956726,2.3362073431949324
Equal_Weight,0.6410694333544396,0.463992656908885,0.9155519322088748,0.9739592076512054,2.2207296594985593
Equal_Weight,0.6269048171195157,0.24562460149336016,1.0032003632069866,0.9866426931228488,2.171661989521353
Equal_Weight,0.6984779452338907,0.22245404811070063,1.0477336442475076,0.9569152062991634,2.419598578222821
Equal_Weight,0.5768658243818683,0.6817916662187631,1.111785469198893,0.9337070549372584,1.998321833959002
Equal_Weight,0.7157843294285676,0.29751691691634974,0.8965914584332993,0.9399496633326636,2.4795496516637954
Equal_Weight,0.6762780029158432,0.15528992868060065,0.9677883501881984,0.9546480811433866,2.3426957221829072
Equal_Weight,0.646610579198721,0.1914191742609149,1.1070488801549028,0.7873019304824993,2.239924751767448
Equal_Weight,0.7004679529853843,0.1555422914595527,0.9348750387489831,0.8132250957423821,2.4264921672889064
Equal_Weight,0.5354133515157281,0.10802506852318772,1.0471553354630243,0.9138336650561542,1.854726255751952
Equal_Weight,0.6457857889493418,0.4543386416545091,0.9433246517212271,0.9559308587107808,2.237067594532424
